,연도.월,시도,전월대비 증감 인구,전월대비 인구 증감률
0,2013.02,서울특별시,1370,0.01
1,2013.03,서울특별시,-4377,-0.04
2,2013.04,서울특별시,-6102,-0.06
3,2013.05,서울특별시,-4148,-0.04
4,2013.06,서울특별시,-5247,-0.05
5,2013.07,서울특별시,-4558,-0.04
6,2013.08,서울특별시,-3005,-0.03
7,2013.09,서울특별시,-2306,-0.02
8,2013.10,서울특별시,-4592,-0.05
9,2013.11,서울특별시,-7919,-0.08
10,2013.12,서울특별시,-10535,-0.1
11,2014.01,서울특별시,-481,-0.0
12,2014.02,서울특별시,1009,0.01
13,2014.03,서울특별시,-2446,-0.02
14,2014.04,서울특별시,-4414,-0.04
15,2014.05,서울특별시,-3579,-0.04
16,2014.06,서울특별시,-4511,-0.04
17,2014.07,서울특별시,-3311,-0.03
18,2014.08,서울특별시,-1669,-0.02
19,2014.09,서울특별시,-1582,-0.02
20,2014.10,서울특별시,-4752,-0.05
21,2014.11,서울특별시,-5753,-0.06
22,2014.12,서울특별시,-8923,-0.09
23,2015.01,서울특별시,1282,0.01
24,2015.02,서울특별시,691,0.01
25,2015.03,서울특별시,-4219,-0.04
26,2015.04,서울특별시,-6098,-0.06
27,2015.05,서울특별시,-6496,-0.06
28,2015.06,서울특별시,-9543,-0.09
29,2015.07,서울특별시,-7196,-0.07
30,2015.08,서울특별시,-8457,-0.08
31,2015.09,서울특별시,-8170,-0.08
32,2015.10,서울특별시,-10000,-0.1
33,2015.11,서울특별시,-9430,-0.09
34,2015.12,서울특별시,-13416,-0.13
35,2016.01,서울특별시,-3644,-0.04
36,2016.02,서울특별시,-4276,-0.04
37,2016.03,서울특별시,-4673,-0.05
38,2016.04,서울특별시,-6609,-0.07
39,2016.05,서울특별시,-7195,-0.07
40,2016.06,서울특별시,-5989,-0.06
41,2016.07,서울특별시,-8122,-0.08
42,2016.08,서울특별시,-10562,-0.11
43,2016.09,서울특별시,-6820,-0.07
44,2016.10,서울특별시,-9500,-0.1
45,2016.11,서울특별시,-11458,-0.12
46,2016.12,서울특별시,-12717,-0.13
47,2017.01,서울특별시,-138,-0.0
48,2017.02,서울특별시,934,0.01
49,2017.03,서울특별시,-4444,-0.04
50,2017.04,서울특별시,-4223,-0.04
51,2017.05,서울특별시,-3729,-0.04
52,2017.06,서울특별시,-4635,-0.05
53,2017.07,서울특별시,-5769,-0.06
54,2017.08,서울특별시,-6540,-0.07
55,2017.09,서울특별시,-10624,-0.11
56,2017.10,서울특별시,-8638,-0.09
57,2017.11,서울특별시,-12643,-0.13
58,2017.12,서울특별시,-12741,-0.13
59,2018.01,서울특별시,-5659,-0.06
60,2018.02,서울특별시,-6431,-0.07
61,2018.03,서울특별시,-6444,-0.07
62,2018.04,서울특별시,-8440,-0.09
63,2018.05,서울특별시,-9481,-0.1
64,2018.06,서울특별시,-6922,-0.07
65,2018.07,서울특별시,-7511,-0.08
66,2018.08,서울특별시,-7463,-0.08
67,2018.09,서울특별시,-6072,-0.06
68,2018.10,서울특별시,-8891,-0.09
69,2018.11,서울특별시,-10024,-0.1
70,2018.12,서울특별시,-8465,-0.09
71,2019.01,서울특별시,665,0.01
72,2019.02,서울특별시,4350,0.04
73,2019.03,서울특별시,-422,-0.0
74,2019.04,서울특별시,-3330,-0.03
75,2019.05,서울특별시,-4824,-0.05
76,2019.06,서울특별시,-4918,-0.05
77,2019.07,서울특별시,-5729,-0.06
78,2019.08,서울특별시,-6527,-0.07
79,2019.09,서울특별시,-4490,-0.05
80,2019.10,서울특별시,-4109,-0.04
81,2019.11,서울특별시,-3712,-0.04
82,2019.12,서울특별시,-3470,-0.04
83,2020.01,서울특별시,4402,0.05
84,2020.02,서울특별시,3453,0.04
85,2020.03,서울특별시,-3307,-0.03
86,2020.04,서울특별시,-6868,-0.07
87,2020.05,서울특별시,-2291,-0.02
88,2020.06,서울특별시,-3650,-0.04
89,2020.07,서울특별시,-5417,-0.06
90,2020.08,서울특별시,-7182,-0.07
91,2020.09,서울특별시,-9015,-0.09
92,2020.10,서울특별시,-10073,-0.1
93,2020.11,서울특별시,-9388,-0.1
94,2020.12,서울특별시,-11306,-0.12
95,2021.01,서울특별시,-10496,-0.11
96,2021.02,서울특별시,-9363,-0.1
97,2021.03,서울특별시,-50122,-0.52
98,2021.04,서울특별시,-9773,-0.1
99,2021.05,서울특별시,-13356,-0.14
100,2021.06,서울특별시,-9365,-0.1
101,2021.07,서울특별시,-7837,-0.08
102,2021.08,서울특별시,-7926,-0.08
103,2021.09,서울특별시,-7971,-0.08
104,2021.10,서울특별시,-9828,-0.1
105,2021.11,서울특별시,-11548,-0.12
106,2021.12,서울특별시,-11422,-0.12
107,2022.01,서울특별시,-3532,-0.04
108,2022.02,서울특별시,2525,0.03
109,2022.03,서울특별시,-1673,-0.02
110,2022.04,서울특별시,-6298,-0.07
111,2022.05,서울특별시,-3593,-0.04
112,2022.06,서울특별시,-2080,-0.02
113,2022.07,서울특별시,-1596,-0.02
114,2022.08,서울특별시,-4757,-0.05
115,2022.09,서울특별시,-37686,-0.4
116,2022.10,서울특별시,-7046,-0.07
117,2022.11,서울특별시,-6886,-0.07
118,2022.12,서울특별시,-8464,-0.09
119,2013.02,부산광역시,1264,0.04
120,2013.03,부산광역시,-1170,-0.03
121,2013.04,부산광역시,-527,-0.01
122,2013.05,부산광역시,-1332,-0.04
123,2013.06,부산광역시,-1926,-0.05
124,2013.07,부산광역시,-1506,-0.04
125,2013.08,부산광역시,-1198,-0.03
126,2013.09,부산광역시,-153,-0.0
127,2013.10,부산광역시,-1064,-0.03
128,2013.11,부산광역시,-695,-0.02
129,2013.12,부산광역시,-2249,-0.06
130,2014.01,부산광역시,-987,-0.03
131,2014.02,부산광역시,791,0.02
132,2014.03,부산광역시,-1927,-0.05
133,2014.04,부산광역시,-2126,-0.06
134,2014.05,부산광역시,-1913,-0.05
135,2014.06,부산광역시,-263,-0.01
136,2014.07,부산광역시,-922,-0.03
137,2014.08,부산광역시,-1,-0.0
138,2014.09,부산광역시,445,0.01
139,2014.10,부산광역시,5181,0.15
140,2014.11,부산광역시,-3270,-0.09
141,2014.12,부산광역시,-3242,-0.09
142,2015.01,부산광역시,-1503,-0.04
143,2015.02,부산광역시,41,0.0
144,2015.03,부산광역시,-2100,-0.06
145,2015.04,부산광역시,-400,-0.01
146,2015.05,부산광역시,367,0.01
147,2015.06,부산광역시,1685,0.05
148,2015.07,부산광역시,1464,0.04
149,2015.08,부산광역시,-1048,-0.03
150,2015.09,부산광역시,-1203,-0.03
151,2015.10,부산광역시,-1015,-0.03
152,2015.11,부산광역시,-847,-0.02
153,2015.12,부산광역시,-1065,-0.03
154,2016.01,부산광역시,-416,-0.01
155,2016.02,부산광역시,-169,-0.0
156,2016.03,부산광역시,-748,-0.02
157,2016.04,부산광역시,-470,-0.01
158,2016.05,부산광역시,-1141,-0.03
159,2016.06,부산광역시,-1371,-0.04
160,2016.07,부산광역시,-1367,-0.04
161,2016.08,부산광역시,-890,-0.03
162,2016.09,부산광역시,-1384,-0.04
163,2016.10,부산광역시,-2032,-0.06
164,2016.11,부산광역시,-2118,-0.06
165,2016.12,부산광역시,-3142,-0.09
166,2017.01,부산광역시,-1750,-0.05
167,2017.02,부산광역시,-1301,-0.04
168,2017.03,부산광역시,-2437,-0.07
169,2017.04,부산광역시,-1759,-0.05
170,2017.05,부산광역시,-2070,-0.06
171,2017.06,부산광역시,-2642,-0.08
172,2017.07,부산광역시,-1734,-0.05
173,2017.08,부산광역시,-653,-0.02
174,2017.09,부산광역시,-1379,-0.04
175,2017.10,부산광역시,-4695,-0.13
176,2017.11,부산광역시,-3575,-0.1
177,2017.12,부산광역시,-3881,-0.11
178,2018.01,부산광역시,-3598,-0.1
179,2018.02,부산광역시,-1648,-0.05
180,2018.03,부산광역시,-2304,-0.07
181,2018.04,부산광역시,-2396,-0.07
182,2018.05,부산광역시,-2573,-0.07
183,2018.06,부산광역시,-2523,-0.07
184,2018.07,부산광역시,-2413,-0.07
185,2018.08,부산광역시,-2149,-0.06
186,2018.09,부산광역시,-1456,-0.04
187,2018.10,부산광역시,-2737,-0.08
188,2018.11,부산광역시,-2316,-0.07
189,2018.12,부산광역시,-3087,-0.09
190,2019.01,부산광역시,-3194,-0.09
191,2019.02,부산광역시,-2029,-0.06
192,2019.03,부산광역시,-2139,-0.06
193,2019.04,부산광역시,-2341,-0.07
194,2019.05,부산광역시,-2155,-0.06
195,2019.06,부산광역시,-1963,-0.06
196,2019.07,부산광역시,-2315,-0.07
197,2019.08,부산광역시,-2108,-0.06
198,2019.09,부산광역시,-1707,-0.05
199,2019.10,부산광역시,-2631,-0.08
200,2019.11,부산광역시,-2150,-0.06
201,2019.12,부산광역시,-2880,-0.08
202,2020.01,부산광역시,-2022,-0.06
203,2020.02,부산광역시,-894,-0.03
204,2020.03,부산광역시,-993,-0.03
205,2020.04,부산광역시,-1585,-0.05
206,2020.05,부산광역시,-1405,-0.04
207,2020.06,부산광역시,-2519,-0.07
208,2020.07,부산광역시,-1647,-0.05
209,2020.08,부산광역시,-1704,-0.05
210,2020.09,부산광역시,-1323,-0.04
211,2020.10,부산광역시,-2151,-0.06
212,2020.11,부산광역시,-2084,-0.06
213,2020.12,부산광역시,-3568,-0.11
214,2021.01,부산광역시,-2558,-0.08
215,2021.02,부산광역시,-1627,-0.05
216,2021.03,부산광역시,-15362,-0.46
217,2021.04,부산광역시,-2695,-0.08
218,2021.05,부산광역시,-2370,-0.07
219,2021.06,부산광역시,-2976,-0.09
220,2021.07,부산광역시,-2577,-0.08
221,2021.08,부산광역시,-2254,-0.07
222,2021.09,부산광역시,-764,-0.02
223,2021.10,부산광역시,-2452,-0.07
224,2021.11,부산광역시,-2684,-0.08
225,2021.12,부산광역시,-3247,-0.1
226,2022.01,부산광역시,-1506,-0.04
227,2022.02,부산광역시,-1478,-0.04
228,2022.03,부산광역시,-3892,-0.12
229,2022.04,부산광역시,-3290,-0.1
230,2022.05,부산광역시,-2047,-0.06
231,2022.06,부산광역시,-1430,-0.04
232,2022.07,부산광역시,-2142,-0.06
233,2022.08,부산광역시,-3151,-0.09
234,2022.09,부산광역시,-7618,-0.23
235,2022.10,부산광역시,-1540,-0.05
236,2022.11,부산광역시,-2010,-0.06
237,2022.12,부산광역시,-2464,-0.07
238,2013.02,대구광역시,95,0.0
239,2013.03,대구광역시,-417,-0.02
240,2013.04,대구광역시,265,0.01
241,2013.05,대구광역시,195,0.01
242,2013.06,대구광역시,-1355,-0.05
243,2013.07,대구광역시,-124,-0.0
244,2013.08,대구광역시,-204,-0.01
245,2013.09,대구광역시,279,0.01
246,2013.10,대구광역시,-31,-0.0
247,2013.11,대구광역시,-365,-0.01
248,2013.12,대구광역시,-1695,-0.07
249,2014.01,대구광역시,235,0.01
250,2014.02,대구광역시,-1045,-0.04
251,2014.03,대구광역시,96,0.0
252,2014.04,대구광역시,-994,-0.04
253,2014.05,대구광역시,-1248,-0.05
254,2014.06,대구광역시,-182,-0.01
255,2014.07,대구광역시,-745,-0.03
256,2014.08,대구광역시,-1109,-0.04
257,2014.09,대구광역시,-5327,-0.21
258,2014.10,대구광역시,1725,0.07
259,2014.11,대구광역시,863,0.03
260,2014.12,대구광역시,-593,-0.02
261,2015.01,대구광역시,-606,-0.02
262,2015.02,대구광역시,-75,-0.0
263,2015.03,대구광역시,-686,-0.03
264,2015.04,대구광역시,-352,-0.01
265,2015.05,대구광역시,322,0.01
266,2015.06,대구광역시,-730,-0.03
267,2015.07,대구광역시,-338,-0.01
268,2015.08,대구광역시,-178,-0.01
269,2015.09,대구광역시,-37,-0.0
270,2015.10,대구광역시,-737,-0.03
271,2015.11,대구광역시,-508,-0.02
272,2015.12,대구광역시,-1510,-0.06
273,2016.01,대구광역시,-6,-0.0
274,2016.02,대구광역시,-1234,-0.05
275,2016.03,대구광역시,-530,-0.02
276,2016.04,대구광역시,-396,-0.02
277,2016.05,대구광역시,-529,-0.02
278,2016.06,대구광역시,-270,-0.01
279,2016.07,대구광역시,-8,-0.0
280,2016.08,대구광역시,681,0.03
281,2016.09,대구광역시,155,0.01
282,2016.10,대구광역시,-208,-0.01
283,2016.11,대구광역시,51,0.0
284,2016.12,대구광역시,-978,-0.04
285,2017.01,대구광역시,131,0.01
286,2017.02,대구광역시,-110,-0.0
287,2017.03,대구광역시,-1090,-0.04
288,2017.04,대구광역시,-383,-0.02
289,2017.05,대구광역시,-629,-0.03
290,2017.06,대구광역시,-491,-0.02
291,2017.07,대구광역시,-496,-0.02
292,2017.08,대구광역시,-1602,-0.06
293,2017.09,대구광역시,-1651,-0.07
294,2017.10,대구광역시,-1050,-0.04
295,2017.11,대구광역시,-629,-0.03
296,2017.12,대구광역시,-1326,-0.05
297,2018.01,대구광역시,-922,-0.04
298,2018.02,대구광역시,-843,-0.03
299,2018.03,대구광역시,-1291,-0.05
300,2018.04,대구광역시,-1039,-0.04
301,2018.05,대구광역시,-1200,-0.05
302,2018.06,대구광역시,-319,-0.01
303,2018.07,대구광역시,-793,-0.03
304,2018.08,대구광역시,-1439,-0.06
305,2018.09,대구광역시,-931,-0.04
306,2018.10,대구광역시,-1309,-0.05
307,2018.11,대구광역시,-1143,-0.05
308,2018.12,대구광역시,-2233,-0.09
309,2019.01,대구광역시,-1387,-0.06
310,2019.02,대구광역시,-2244,-0.09
311,2019.03,대구광역시,-2309,-0.09
312,2019.04,대구광역시,-1675,-0.07
313,2019.05,대구광역시,-1863,-0.08
314,2019.06,대구광역시,-1813,-0.07
315,2019.07,대구광역시,-1812,-0.07
316,2019.08,대구광역시,-1921,-0.08
317,2019.09,대구광역시,-1475,-0.06
318,2019.10,대구광역시,-1742,-0.07
319,2019.11,대구광역시,-1947,-0.08
320,2019.12,대구광역시,-3550,-0.15
321,2020.01,대구광역시,-1543,-0.06
322,2020.02,대구광역시,-3605,-0.15
323,2020.03,대구광역시,685,0.03
324,2020.04,대구광역시,-2045,-0.08
325,2020.05,대구광역시,-2464,-0.1
326,2020.06,대구광역시,-1105,-0.05
327,2020.07,대구광역시,68,0.0
328,2020.08,대구광역시,206,0.01
329,2020.09,대구광역시,-1379,-0.06
330,2020.10,대구광역시,-2678,-0.11
331,2020.11,대구광역시,-2312,-0.1
332,2020.12,대구광역시,-3513,-0.15
333,2021.01,대구광역시,-2533,-0.1
334,2021.02,대구광역시,-2622,-0.11
335,2021.03,대구광역시,-4316,-0.18
336,2021.04,대구광역시,-2579,-0.11
337,2021.05,대구광역시,-3356,-0.14
338,2021.06,대구광역시,-5294,-0.22
339,2021.07,대구광역시,-1897,-0.08
340,2021.08,대구광역시,-2123,-0.09
341,2021.09,대구광역시,-839,-0.04
342,2021.10,대구광역시,-2066,-0.09
343,2021.11,대구광역시,-2491,-0.1
344,2021.12,대구광역시,-2818,-0.12
345,2022.01,대구광역시,-1554,-0.07
346,2022.02,대구광역시,-2763,-0.12
347,2022.03,대구광역시,-601,-0.03
348,2022.04,대구광역시,-1921,-0.08
349,2022.05,대구광역시,-1897,-0.08
350,2022.06,대구광역시,-1370,-0.06
351,2022.07,대구광역시,-1186,-0.05
352,2022.08,대구광역시,-2184,-0.09
353,2022.09,대구광역시,-4201,-0.18
354,2022.10,대구광역시,-883,-0.04
355,2022.11,대구광역시,-1233,-0.05
356,2022.12,대구광역시,-1928,-0.08
357,2013.02,인천광역시,3644,0.13
358,2013.03,인천광역시,2946,0.1
359,2013.04,인천광역시,3178,0.11
360,2013.05,인천광역시,2668,0.09
361,2013.06,인천광역시,2387,0.08
362,2013.07,인천광역시,3229,0.11
363,2013.08,인천광역시,2478,0.09
364,2013.09,인천광역시,2696,0.09
365,2013.10,인천광역시,3326,0.12
366,2013.11,인천광역시,3346,0.12
367,2013.12,인천광역시,2985,0.1
368,2014.01,인천광역시,2265,0.08
369,2014.02,인천광역시,2777,0.1
370,2014.03,인천광역시,1756,0.06
371,2014.04,인천광역시,2678,0.09
372,2014.05,인천광역시,2357,0.08
373,2014.06,인천광역시,868,0.03
374,2014.07,인천광역시,1668,0.06
375,2014.08,인천광역시,1141,0.04
376,2014.09,인천광역시,1726,0.06
377,2014.10,인천광역시,2053,0.07
378,2014.11,인천광역시,1925,0.07
379,2014.12,인천광역시,1612,0.06
380,2015.01,인천광역시,2268,0.08
381,2015.02,인천광역시,1727,0.06
382,2015.03,인천광역시,1815,0.06
383,2015.04,인천광역시,1889,0.06
384,2015.05,인천광역시,1807,0.06
385,2015.06,인천광역시,2157,0.07
386,2015.07,인천광역시,2448,0.08
387,2015.08,인천광역시,2263,0.08
388,2015.09,인천광역시,1956,0.07
389,2015.10,인천광역시,2092,0.07
390,2015.11,인천광역시,1548,0.05
391,2015.12,인천광역시,1237,0.04
392,2016.01,인천광역시,1380,0.05
393,2016.02,인천광역시,1401,0.05
394,2016.03,인천광역시,1221,0.04
395,2016.04,인천광역시,2324,0.08
396,2016.05,인천광역시,1818,0.06
397,2016.06,인천광역시,1355,0.05
398,2016.07,인천광역시,1903,0.06
399,2016.08,인천광역시,1685,0.06
400,2016.09,인천광역시,1534,0.05
401,2016.10,인천광역시,1357,0.05
402,2016.11,인천광역시,820,0.03
403,2016.12,인천광역시,456,0.02
404,2017.01,인천광역시,940,0.03
405,2017.02,인천광역시,257,0.01
406,2017.03,인천광역시,364,0.01
407,2017.04,인천광역시,675,0.02
408,2017.05,인천광역시,965,0.03
409,2017.06,인천광역시,645,0.02
410,2017.07,인천광역시,888,0.03
411,2017.08,인천광역시,211,0.01
412,2017.09,인천광역시,-716,-0.02
413,2017.10,인천광역시,800,0.03
414,2017.11,인천광역시,143,0.0
415,2017.12,인천광역시,301,0.01
416,2018.01,인천광역시,2229,0.08
417,2018.02,인천광역시,858,0.03
418,2018.03,인천광역시,-187,-0.01
419,2018.04,인천광역시,1034,0.04
420,2018.05,인천광역시,779,0.03
421,2018.06,인천광역시,628,0.02
422,2018.07,인천광역시,-42,-0.0
423,2018.08,인천광역시,-635,-0.02
424,2018.09,인천광역시,-90,-0.0
425,2018.10,인천광역시,217,0.01
426,2018.11,인천광역시,511,0.02
427,2018.12,인천광역시,798,0.03
428,2019.01,인천광역시,1274,0.04
429,2019.02,인천광역시,147,0.0
430,2019.03,인천광역시,450,0.02
431,2019.04,인천광역시,187,0.01
432,2019.05,인천광역시,479,0.02
433,2019.06,인천광역시,-155,-0.01
434,2019.07,인천광역시,-196,-0.01
435,2019.08,인천광역시,-303,-0.01
436,2019.09,인천광역시,279,0.01
437,2019.10,인천광역시,180,0.01
438,2019.11,인천광역시,265,0.01
439,2019.12,인천광역시,-223,-0.01
440,2020.01,인천광역시,-907,-0.03
441,2020.02,인천광역시,-1164,-0.04
442,2020.03,인천광역시,-2266,-0.08
443,2020.04,인천광역시,-1717,-0.06
444,2020.05,인천광역시,-909,-0.03
445,2020.06,인천광역시,-2846,-0.1
446,2020.07,인천광역시,-1652,-0.06
447,2020.08,인천광역시,-2074,-0.07
448,2020.09,인천광역시,-938,-0.03
449,2020.10,인천광역시,-320,-0.01
450,2020.11,인천광역시,74,0.0
451,2020.12,인천광역시,521,0.02
452,2021.01,인천광역시,-376,-0.01
453,2021.02,인천광역시,-747,-0.03
454,2021.03,인천광역시,-5244,-0.18
455,2021.04,인천광역시,-247,-0.01
456,2021.05,인천광역시,168,0.01
457,2021.06,인천광역시,-15,-0.0
458,2021.07,인천광역시,1073,0.04
459,2021.08,인천광역시,989,0.03
460,2021.09,인천광역시,3366,0.11
461,2021.10,인천광역시,3214,0.11
462,2021.11,인천광역시,1310,0.04
463,2021.12,인천광역시,2056,0.07
464,2022.01,인천광역시,775,0.03
465,2022.02,인천광역시,1828,0.06
466,2022.03,인천광역시,1721,0.06
467,2022.04,인천광역시,561,0.02
468,2022.05,인천광역시,1907,0.06
469,2022.06,인천광역시,1899,0.06
470,2022.07,인천광역시,3514,0.12
471,2022.08,인천광역시,2537,0.09
472,2022.09,인천광역시,-3020,-0.1
473,2022.10,인천광역시,2291,0.08
474,2022.11,인천광역시,2432,0.08
475,2022.12,인천광역시,2494,0.08
476,2013.02,광주광역시,908,0.06
477,2013.03,광주광역시,10,0.0
478,2013.04,광주광역시,345,0.02
479,2013.05,광주광역시,477,0.03
480,2013.06,광주광역시,66,0.0
481,2013.07,광주광역시,490,0.03
482,2013.08,광주광역시,450,0.03
483,2013.09,광주광역시,422,0.03
484,2013.10,광주광역시,347,0.02
485,2013.11,광주광역시,113,0.01
486,2013.12,광주광역시,-779,-0.05
487,2014.01,광주광역시,619,0.04
488,2014.02,광주광역시,-202,-0.01
489,2014.03,광주광역시,-837,-0.06
490,2014.04,광주광역시,-640,-0.04
491,2014.05,광주광역시,1847,0.13
492,2014.06,광주광역시,849,0.06
493,2014.07,광주광역시,1130,0.08
494,2014.08,광주광역시,783,0.05
495,2014.09,광주광역시,1058,0.07
496,2014.10,광주광역시,263,0.02
497,2014.11,광주광역시,424,0.03
498,2014.12,광주광역시,-2320,-0.16
499,2015.01,광주광역시,1007,0.07
500,2015.02,광주광역시,449,0.03
501,2015.03,광주광역시,164,0.01
502,2015.04,광주광역시,105,0.01
503,2015.05,광주광역시,-397,-0.03
504,2015.06,광주광역시,-238,-0.02
505,2015.07,광주광역시,-258,-0.02
506,2015.08,광주광역시,-564,-0.04
507,2015.09,광주광역시,-562,-0.04
508,2015.10,광주광역시,-987,-0.07
509,2015.11,광주광역시,307,0.02
510,2015.12,광주광역시,-2711,-0.18
511,2016.01,광주광역시,603,0.04
512,2016.02,광주광역시,-649,-0.04
513,2016.03,광주광역시,-535,-0.04
514,2016.04,광주광역시,201,0.01
515,2016.05,광주광역시,498,0.03
516,2016.06,광주광역시,-32,-0.0
517,2016.07,광주광역시,196,0.01
518,2016.08,광주광역시,-49,-0.0
519,2016.09,광주광역시,-53,-0.0
520,2016.10,광주광역시,-468,-0.03
521,2016.11,광주광역시,-527,-0.04
522,2016.12,광주광역시,-2170,-0.15
523,2017.01,광주광역시,369,0.03
524,2017.02,광주광역시,-1056,-0.07
525,2017.03,광주광역시,-761,-0.05
526,2017.04,광주광역시,-764,-0.05
527,2017.05,광주광역시,-261,-0.02
528,2017.06,광주광역시,-290,-0.02
529,2017.07,광주광역시,-36,-0.0
530,2017.08,광주광역시,227,0.02
531,2017.09,광주광역시,-3,-0.0
532,2017.10,광주광역시,77,0.01
533,2017.11,광주광역시,-388,-0.03
534,2017.12,광주광역시,-2558,-0.17
535,2018.01,광주광역시,267,0.02
536,2018.02,광주광역시,-937,-0.06
537,2018.03,광주광역시,-1067,-0.07
538,2018.04,광주광역시,-1061,-0.07
539,2018.05,광주광역시,-408,-0.03
540,2018.06,광주광역시,181,0.01
541,2018.07,광주광역시,458,0.03
542,2018.08,광주광역시,260,0.02
543,2018.09,광주광역시,327,0.02
544,2018.10,광주광역시,114,0.01
545,2018.11,광주광역시,-895,-0.06
546,2018.12,광주광역시,-1673,-0.11
547,2019.01,광주광역시,496,0.03
548,2019.02,광주광역시,-624,-0.04
549,2019.03,광주광역시,-278,-0.02
550,2019.04,광주광역시,10,0.0
551,2019.05,광주광역시,63,0.0
552,2019.06,광주광역시,21,0.0
553,2019.07,광주광역시,462,0.03
554,2019.08,광주광역시,-48,-0.0
555,2019.09,광주광역시,194,0.01
556,2019.10,광주광역시,-272,-0.02
557,2019.11,광주광역시,-445,-0.03
558,2019.12,광주광역시,-2447,-0.17
559,2020.01,광주광역시,220,0.02
560,2020.02,광주광역시,-567,-0.04
561,2020.03,광주광역시,-416,-0.03
562,2020.04,광주광역시,391,0.03
563,2020.05,광주광역시,-563,-0.04
564,2020.06,광주광역시,-485,-0.03
565,2020.07,광주광역시,-339,-0.02
566,2020.08,광주광역시,-555,-0.04
567,2020.09,광주광역시,-202,-0.01
568,2020.10,광주광역시,-958,-0.07
569,2020.11,광주광역시,-1001,-0.07
570,2020.12,광주광역시,-1931,-0.13
571,2021.01,광주광역시,-947,-0.07
572,2021.02,광주광역시,-1162,-0.08
573,2021.03,광주광역시,-2480,-0.17
574,2021.04,광주광역시,-686,-0.05
575,2021.05,광주광역시,-1633,-0.11
576,2021.06,광주광역시,-507,-0.04
577,2021.07,광주광역시,-165,-0.01
578,2021.08,광주광역시,-512,-0.04
579,2021.09,광주광역시,857,0.06
580,2021.10,광주광역시,-373,-0.03
581,2021.11,광주광역시,-316,-0.02
582,2021.12,광주광역시,-527,-0.04
583,2022.01,광주광역시,25,0.0
584,2022.02,광주광역시,-1604,-0.11
585,2022.03,광주광역시,-1569,-0.11
586,2022.04,광주광역시,-1547,-0.11
587,2022.05,광주광역시,-904,-0.06
588,2022.06,광주광역시,-634,-0.04
589,2022.07,광주광역시,-675,-0.05
590,2022.08,광주광역시,-306,-0.02
591,2022.09,광주광역시,-1541,-0.11
592,2022.10,광주광역시,-205,-0.01
593,2022.11,광주광역시,-602,-0.04
594,2022.12,광주광역시,-999,-0.07
595,2013.02,대전광역시,1495,0.1
596,2013.03,대전광역시,474,0.03
597,2013.04,대전광역시,721,0.05
598,2013.05,대전광역시,507,0.03
599,2013.06,대전광역시,570,0.04
600,2013.07,대전광역시,571,0.04
601,2013.08,대전광역시,682,0.04
602,2013.09,대전광역시,510,0.03
603,2013.10,대전광역시,1038,0.07
604,2013.11,대전광역시,658,0.04
605,2013.12,대전광역시,-303,-0.02
606,2014.01,대전광역시,686,0.04
607,2014.02,대전광역시,838,0.05
608,2014.03,대전광역시,619,0.04
609,2014.04,대전광역시,413,0.03
610,2014.05,대전광역시,48,0.0
611,2014.06,대전광역시,286,0.02
612,2014.07,대전광역시,648,0.04
613,2014.08,대전광역시,-63,-0.0
614,2014.09,대전광역시,-471,-0.03
615,2014.10,대전광역시,-787,-0.05
616,2014.11,대전광역시,-987,-0.06
617,2014.12,대전광역시,-2232,-0.15
618,2015.01,대전광역시,-522,-0.03
619,2015.02,대전광역시,-1856,-0.12
620,2015.03,대전광역시,-1341,-0.09
621,2015.04,대전광역시,-776,-0.05
622,2015.05,대전광역시,-746,-0.05
623,2015.06,대전광역시,-912,-0.06
624,2015.07,대전광역시,-461,-0.03
625,2015.08,대전광역시,-1170,-0.08
626,2015.09,대전광역시,-687,-0.05
627,2015.10,대전광역시,-1050,-0.07
628,2015.11,대전광역시,-1146,-0.08
629,2015.12,대전광역시,-2367,-0.16
630,2016.01,대전광역시,-751,-0.05
631,2016.02,대전광역시,-308,-0.02
632,2016.03,대전광역시,-598,-0.04
633,2016.04,대전광역시,-214,-0.01
634,2016.05,대전광역시,-410,-0.03
635,2016.06,대전광역시,-286,-0.02
636,2016.07,대전광역시,83,0.01
637,2016.08,대전광역시,-126,-0.01
638,2016.09,대전광역시,76,0.01
639,2016.10,대전광역시,-454,-0.03
640,2016.11,대전광역시,-393,-0.03
641,2016.12,대전광역시,-1024,-0.07
642,2017.01,대전광역시,-16,-0.0
643,2017.02,대전광역시,-477,-0.03
644,2017.03,대전광역시,-1688,-0.11
645,2017.04,대전광역시,-793,-0.05
646,2017.05,대전광역시,-1809,-0.12
647,2017.06,대전광역시,-1450,-0.1
648,2017.07,대전광역시,-540,-0.04
649,2017.08,대전광역시,-481,-0.03
650,2017.09,대전광역시,-375,-0.02
651,2017.10,대전광역시,-912,-0.06
652,2017.11,대전광역시,-1522,-0.1
653,2017.12,대전광역시,-2080,-0.14
654,2018.01,대전광역시,-849,-0.06
655,2018.02,대전광역시,-2191,-0.15
656,2018.03,대전광역시,-1615,-0.11
657,2018.04,대전광역시,-1449,-0.1
658,2018.05,대전광역시,-889,-0.06
659,2018.06,대전광역시,-356,-0.02
660,2018.07,대전광역시,151,0.01
661,2018.08,대전광역시,-743,-0.05
662,2018.09,대전광역시,-632,-0.04
663,2018.10,대전광역시,-1065,-0.07
664,2018.11,대전광역시,-873,-0.06
