,연도.월,시도,전월대비 증감 인구,전월대비 인구 증감률
1460,2015.10,전라북도,42,0.0
1461,2015.11,전라북도,357,0.02
1462,2015.12,전라북도,57,0.0
1463,2016.01,전라북도,-1357,-0.07
1464,2016.02,전라북도,-820,-0.04
1465,2016.03,전라북도,-843,-0.05
1466,2016.04,전라북도,-507,-0.03
1467,2016.05,전라북도,-550,-0.03
1468,2016.06,전라북도,266,0.01
1469,2016.07,전라북도,-288,-0.02
1470,2016.08,전라북도,-380,-0.02
1471,2016.09,전라북도,-503,-0.03
1472,2016.10,전라북도,-686,-0.04
1473,2016.11,전라북도,432,0.02
1474,2016.12,전라북도,316,0.02
1475,2017.01,전라북도,-1493,-0.08
1476,2017.02,전라북도,-1343,-0.07
1477,2017.03,전라북도,-1470,-0.08
1478,2017.04,전라북도,-782,-0.04
1479,2017.05,전라북도,-776,-0.04
1480,2017.06,전라북도,-1112,-0.06
1481,2017.07,전라북도,-894,-0.05
1482,2017.08,전라북도,-936,-0.05
1483,2017.09,전라북도,-535,-0.03
1484,2017.10,전라북도,-762,-0.04
1485,2017.11,전라북도,-802,-0.04
1486,2017.12,전라북도,721,0.04
1487,2018.01,전라북도,-2913,-0.16
1488,2018.02,전라북도,-2151,-0.12
1489,2018.03,전라북도,-1477,-0.08
1490,2018.04,전라북도,-977,-0.05
1491,2018.05,전라북도,-945,-0.05
1492,2018.06,전라북도,-1505,-0.08
1493,2018.07,전라북도,-1630,-0.09
1494,2018.08,전라북도,-1582,-0.09
1495,2018.09,전라북도,-883,-0.05
1496,2018.10,전라북도,-1186,-0.06
1497,2018.11,전라북도,-1309,-0.07
1498,2018.12,전라북도,-1217,-0.07
1499,2019.01,전라북도,-2300,-0.13
1500,2019.02,전라북도,-2305,-0.13
1501,2019.03,전라북도,-1728,-0.09
1502,2019.04,전라북도,-1226,-0.07
1503,2019.05,전라북도,-1402,-0.08
1504,2019.06,전라북도,-1154,-0.06
1505,2019.07,전라북도,-1336,-0.07
1506,2019.08,전라북도,-1399,-0.08
1507,2019.09,전라북도,-1099,-0.06
1508,2019.10,전라북도,-1070,-0.06
1509,2019.11,전라북도,-1014,-0.06
1510,2019.12,전라북도,-1882,-0.1
1511,2020.01,전라북도,-1615,-0.09
1512,2020.02,전라북도,-2190,-0.12
1513,2020.03,전라북도,-2176,-0.12
1514,2020.04,전라북도,-1317,-0.07
1515,2020.05,전라북도,-1522,-0.08
1516,2020.06,전라북도,-1295,-0.07
1517,2020.07,전라북도,-758,-0.04
1518,2020.08,전라북도,-950,-0.05
1519,2020.09,전라북도,-653,-0.04
1520,2020.10,전라북도,-504,-0.03
1521,2020.11,전라북도,-733,-0.04
1522,2020.12,전라북도,-1100,-0.06
1523,2021.01,전라북도,-1356,-0.08
1524,2021.02,전라북도,-1429,-0.08
1525,2021.03,전라북도,-3869,-0.22
1526,2021.04,전라북도,-1119,-0.06
1527,2021.05,전라북도,-1649,-0.09
1528,2021.06,전라북도,-337,-0.02
1529,2021.07,전라북도,-443,-0.02
1530,2021.08,전라북도,-1426,-0.08
1531,2021.09,전라북도,-1366,-0.08
1532,2021.10,전라북도,-1340,-0.07
1533,2021.11,전라북도,-1154,-0.06
1534,2021.12,전라북도,-1761,-0.1
1535,2022.01,전라북도,-1463,-0.08
1536,2022.02,전라북도,-1469,-0.08
1537,2022.03,전라북도,-1718,-0.1
1538,2022.04,전라북도,-1381,-0.08
1539,2022.05,전라북도,-1594,-0.09
1540,2022.06,전라북도,-951,-0.05
1541,2022.07,전라북도,-1330,-0.07
1542,2022.08,전라북도,-1285,-0.07
1543,2022.09,전라북도,-3068,-0.17
1544,2022.10,전라북도,-820,-0.05
1545,2022.11,전라북도,-937,-0.05
1546,2022.12,전라북도,-1232,-0.07
1547,2013.02,전라남도,-918,-0.05
1548,2013.03,전라남도,-140,-0.01
1549,2013.04,전라남도,-410,-0.02
1550,2013.05,전라남도,-142,-0.01
1551,2013.06,전라남도,240,0.01
1552,2013.07,전라남도,-547,-0.03
1553,2013.08,전라남도,-586,-0.03
1554,2013.09,전라남도,-68,-0.0
1555,2013.10,전라남도,253,0.01
1556,2013.11,전라남도,868,0.05
1557,2013.12,전라남도,677,0.04
1558,2014.01,전라남도,-809,-0.04
1559,2014.02,전라남도,-1165,-0.06
1560,2014.03,전라남도,662,0.03
1561,2014.04,전라남도,1483,0.08
1562,2014.05,전라남도,-856,-0.04
1563,2014.06,전라남도,-1245,-0.07
1564,2014.07,전라남도,-1047,-0.05
1565,2014.08,전라남도,-1018,-0.05
1566,2014.09,전라남도,-827,-0.04
1567,2014.10,전라남도,-26,-0.0
1568,2014.11,전라남도,592,0.03
1569,2014.12,전라남도,2864,0.15
1570,2015.01,전라남도,-1560,-0.08
1571,2015.02,전라남도,-1000,-0.05
1572,2015.03,전라남도,-946,-0.05
1573,2015.04,전라남도,-62,-0.0
1574,2015.05,전라남도,171,0.01
1575,2015.06,전라남도,255,0.01
1576,2015.07,전라남도,408,0.02
1577,2015.08,전라남도,563,0.03
1578,2015.09,전라남도,793,0.04
1579,2015.10,전라남도,1214,0.06
1580,2015.11,전라남도,-243,-0.01
1581,2015.12,전라남도,3623,0.19
1582,2016.01,전라남도,-2092,-0.11
1583,2016.02,전라남도,-1204,-0.06
1584,2016.03,전라남도,-461,-0.02
1585,2016.04,전라남도,-322,-0.02
1586,2016.05,전라남도,-468,-0.02
1587,2016.06,전라남도,-135,-0.01
1588,2016.07,전라남도,-622,-0.03
1589,2016.08,전라남도,-809,-0.04
1590,2016.09,전라남도,-806,-0.04
1591,2016.10,전라남도,-55,-0.0
1592,2016.11,전라남도,238,0.01
1593,2016.12,전라남도,1654,0.09
1594,2017.01,전라남도,-1534,-0.08
1595,2017.02,전라남도,-1583,-0.08
1596,2017.03,전라남도,-1356,-0.07
1597,2017.04,전라남도,163,0.01
1598,2017.05,전라남도,-516,-0.03
1599,2017.06,전라남도,-1023,-0.05
1600,2017.07,전라남도,-384,-0.02
1601,2017.08,전라남도,-1707,-0.09
1602,2017.09,전라남도,-741,-0.04
1603,2017.10,전라남도,-557,-0.03
1604,2017.11,전라남도,-250,-0.01
1605,2017.12,전라남도,1998,0.11
1606,2018.01,전라남도,-2980,-0.16
1607,2018.02,전라남도,-2136,-0.11
1608,2018.03,전라남도,-885,-0.05
1609,2018.04,전라남도,-11,-0.0
1610,2018.05,전라남도,-686,-0.04
1611,2018.06,전라남도,-1735,-0.09
1612,2018.07,전라남도,-1694,-0.09
1613,2018.08,전라남도,-2012,-0.11
1614,2018.09,전라남도,-1648,-0.09
1615,2018.10,전라남도,-1217,-0.06
1616,2018.11,전라남도,98,0.01
1617,2018.12,전라남도,1452,0.08
1618,2019.01,전라남도,-4066,-0.22
1619,2019.02,전라남도,-3042,-0.16
1620,2019.03,전라남도,-1630,-0.09
1621,2019.04,전라남도,-1049,-0.06
1622,2019.05,전라남도,-1465,-0.08
1623,2019.06,전라남도,-1131,-0.06
1624,2019.07,전라남도,-1731,-0.09
1625,2019.08,전라남도,-1762,-0.09
1626,2019.09,전라남도,-1179,-0.06
1627,2019.10,전라남도,-876,-0.05
1628,2019.11,전라남도,549,0.03
1629,2019.12,전라남도,3157,0.17
1630,2020.01,전라남도,-4033,-0.22
1631,2020.02,전라남도,-2818,-0.15
1632,2020.03,전라남도,-2604,-0.14
1633,2020.04,전라남도,-2207,-0.12
1634,2020.05,전라남도,-1138,-0.06
1635,2020.06,전라남도,-1327,-0.07
1636,2020.07,전라남도,-1279,-0.07
1637,2020.08,전라남도,-1354,-0.07
1638,2020.09,전라남도,-861,-0.05
1639,2020.10,전라남도,-444,-0.02
1640,2020.11,전라남도,-123,-0.01
1641,2020.12,전라남도,992,0.05
1642,2021.01,전라남도,-974,-0.05
1643,2021.02,전라남도,-780,-0.04
1644,2021.03,전라남도,-4984,-0.27
1645,2021.04,전라남도,-663,-0.04
1646,2021.05,전라남도,-1725,-0.09
1647,2021.06,전라남도,-1502,-0.08
1648,2021.07,전라남도,-1223,-0.07
1649,2021.08,전라남도,-1345,-0.07
1650,2021.09,전라남도,-2663,-0.15
1651,2021.10,전라남도,-1037,-0.06
1652,2021.11,전라남도,-789,-0.04
1653,2021.12,전라남도,-1061,-0.06
1654,2022.01,전라남도,-199,-0.01
1655,2022.02,전라남도,-1153,-0.06
1656,2022.03,전라남도,-1950,-0.11
1657,2022.04,전라남도,-951,-0.05
1658,2022.05,전라남도,-876,-0.05
1659,2022.06,전라남도,-1234,-0.07
1660,2022.07,전라남도,-906,-0.05
1661,2022.08,전라남도,-1430,-0.08
1662,2022.09,전라남도,-3646,-0.2
1663,2022.10,전라남도,-1301,-0.07
1664,2022.11,전라남도,-673,-0.04
1665,2022.12,전라남도,-787,-0.04
1666,2013.02,경상북도,-1461,-0.05
1667,2013.03,경상북도,-248,-0.01
1668,2013.04,경상북도,-213,-0.01
1669,2013.05,경상북도,106,0.0
1670,2013.06,경상북도,386,0.01
1671,2013.07,경상북도,-387,-0.01
1672,2013.08,경상북도,46,0.0
1673,2013.09,경상북도,213,0.01
1674,2013.10,경상북도,745,0.03
1675,2013.11,경상북도,1169,0.04
1676,2013.12,경상북도,821,0.03
1677,2014.01,경상북도,-1134,-0.04
1678,2014.02,경상북도,-1000,-0.04
1679,2014.03,경상북도,-137,-0.01
1680,2014.04,경상북도,269,0.01
1681,2014.05,경상북도,125,0.0
1682,2014.06,경상북도,-315,-0.01
1683,2014.07,경상북도,77,0.0
1684,2014.08,경상북도,602,0.02
1685,2014.09,경상북도,6002,0.22
1686,2014.10,경상북도,-3601,-0.13
1687,2014.11,경상북도,-642,-0.02
1688,2014.12,경상북도,1108,0.04
1689,2015.01,경상북도,-1519,-0.06
1690,2015.02,경상북도,-806,-0.03
1691,2015.03,경상북도,-1167,-0.04
1692,2015.04,경상북도,-465,-0.02
1693,2015.05,경상북도,-163,-0.01
1694,2015.06,경상북도,1117,0.04
1695,2015.07,경상북도,1108,0.04
1696,2015.08,경상북도,1056,0.04
1697,2015.09,경상북도,506,0.02
1698,2015.10,경상북도,417,0.02
1699,2015.11,경상북도,1308,0.05
1700,2015.12,경상북도,640,0.02
1701,2016.01,경상북도,-1666,-0.06
1702,2016.02,경상북도,-105,-0.0
1703,2016.03,경상북도,93,0.0
1704,2016.04,경상북도,90,0.0
1705,2016.05,경상북도,674,0.02
1706,2016.06,경상북도,473,0.02
1707,2016.07,경상북도,-175,-0.01
1708,2016.08,경상북도,-917,-0.03
1709,2016.09,경상북도,152,0.01
1710,2016.10,경상북도,-488,-0.02
1711,2016.11,경상북도,-114,-0.0
1712,2016.12,경상북도,-445,-0.02
1713,2017.01,경상북도,-1595,-0.06
1714,2017.02,경상북도,-2474,-0.09
1715,2017.03,경상북도,-1785,-0.07
1716,2017.04,경상북도,-734,-0.03
1717,2017.05,경상북도,-951,-0.04
1718,2017.06,경상북도,-1132,-0.04
1719,2017.07,경상북도,-753,-0.03
1720,2017.08,경상북도,-303,-0.01
1721,2017.09,경상북도,831,0.03
1722,2017.10,경상북도,292,0.01
1723,2017.11,경상북도,84,0.0
1724,2017.12,경상북도,-172,-0.01
1725,2018.01,경상북도,-2959,-0.11
1726,2018.02,경상북도,-3114,-0.12
1727,2018.03,경상북도,-1972,-0.07
1728,2018.04,경상북도,-764,-0.03
1729,2018.05,경상북도,-581,-0.02
1730,2018.06,경상북도,-1226,-0.05
1731,2018.07,경상북도,-1544,-0.06
1732,2018.08,경상북도,-1274,-0.05
1733,2018.09,경상북도,-510,-0.02
1734,2018.10,경상북도,-858,-0.03
1735,2018.11,경상북도,110,0.0
1736,2018.12,경상북도,-183,-0.01
1737,2019.01,경상북도,-2826,-0.11
1738,2019.02,경상북도,-2418,-0.09
1739,2019.03,경상북도,-551,-0.02
1740,2019.04,경상북도,-661,-0.02
1741,2019.05,경상북도,-644,-0.02
1742,2019.06,경상북도,119,0.0
1743,2019.07,경상북도,-1014,-0.04
1744,2019.08,경상북도,-1179,-0.04
1745,2019.09,경상북도,-862,-0.03
1746,2019.10,경상북도,-723,-0.03
1747,2019.11,경상북도,-297,-0.01
1748,2019.12,경상북도,61,0.0
1749,2020.01,경상북도,-3328,-0.12
1750,2020.02,경상북도,-3552,-0.13
1751,2020.03,경상북도,-5538,-0.21
1752,2020.04,경상북도,-2364,-0.09
1753,2020.05,경상북도,-2294,-0.09
1754,2020.06,경상북도,-2267,-0.09
1755,2020.07,경상북도,-2492,-0.09
1756,2020.08,경상북도,-3069,-0.12
1757,2020.09,경상북도,-929,-0.04
1758,2020.10,경상북도,-240,-0.01
1759,2020.11,경상북도,-518,-0.02
1760,2020.12,경상북도,177,0.01
1761,2021.01,경상북도,-1783,-0.07
1762,2021.02,경상북도,-892,-0.03
1763,2021.03,경상북도,-1184,-0.04
1764,2021.04,경상북도,333,0.01
1765,2021.05,경상북도,-2304,-0.09
1766,2021.06,경상북도,-1191,-0.05
1767,2021.07,경상북도,-752,-0.03
1768,2021.08,경상북도,-1395,-0.05
1769,2021.09,경상북도,-1910,-0.07
1770,2021.10,경상북도,-419,-0.02
1771,2021.11,경상북도,-457,-0.02
1772,2021.12,경상북도,-859,-0.03
1773,2022.01,경상북도,-2299,-0.09
1774,2022.02,경상북도,-2284,-0.09
1775,2022.03,경상북도,-2385,-0.09
1776,2022.04,경상북도,-2089,-0.08
1777,2022.05,경상북도,-1375,-0.05
1778,2022.06,경상북도,-2214,-0.08
1779,2022.07,경상북도,-1947,-0.07
1780,2022.08,경상북도,-2660,-0.1
1781,2022.09,경상북도,-4290,-0.16
1782,2022.10,경상북도,-1677,-0.06
1783,2022.11,경상북도,-1337,-0.05
1784,2022.12,경상북도,-1560,-0.06
1785,2013.02,경상남도,-431,-0.01
1786,2013.03,경상남도,-373,-0.01
1787,2013.04,경상남도,702,0.02
1788,2013.05,경상남도,1197,0.04
1789,2013.06,경상남도,2628,0.08
1790,2013.07,경상남도,1622,0.05
1791,2013.08,경상남도,1027,0.03
1792,2013.09,경상남도,1176,0.04
1793,2013.10,경상남도,2442,0.07
1794,2013.11,경상남도,1841,0.06
1795,2013.12,경상남도,3010,0.09
1796,2014.01,경상남도,1128,0.03
1797,2014.02,경상남도,-536,-0.02
1798,2014.03,경상남도,676,0.02
1799,2014.04,경상남도,1892,0.06
1800,2014.05,경상남도,2889,0.09
1801,2014.06,경상남도,1242,0.04
1802,2014.07,경상남도,1175,0.04
1803,2014.08,경상남도,1021,0.03
1804,2014.09,경상남도,571,0.02
1805,2014.10,경상남도,525,0.02
1806,2014.11,경상남도,2914,0.09
1807,2014.12,경상남도,2940,0.09
1808,2015.01,경상남도,781,0.02
1809,2015.02,경상남도,99,0.0
1810,2015.03,경상남도,1643,0.05
1811,2015.04,경상남도,1822,0.05
1812,2015.05,경상남도,1566,0.05
1813,2015.06,경상남도,372,0.01
1814,2015.07,경상남도,-52,-0.0
1815,2015.08,경상남도,632,0.02
1816,2015.09,경상남도,2403,0.07
1817,2015.10,경상남도,1966,0.06
1818,2015.11,경상남도,1265,0.04
1819,2015.12,경상남도,1948,0.06
1820,2016.01,경상남도,62,0.0
1821,2016.02,경상남도,-69,-0.0
1822,2016.03,경상남도,326,0.01
1823,2016.04,경상남도,1637,0.05
1824,2016.05,경상남도,1072,0.03
1825,2016.06,경상남도,1062,0.03
1826,2016.07,경상남도,479,0.01
1827,2016.08,경상남도,-197,-0.01
1828,2016.09,경상남도,621,0.02
1829,2016.10,경상남도,1120,0.03
1830,2016.11,경상남도,916,0.03
1831,2016.12,경상남도,2140,0.06
1832,2017.01,경상남도,194,0.01
1833,2017.02,경상남도,-1799,-0.05
1834,2017.03,경상남도,-570,-0.02
1835,2017.04,경상남도,7,0.0
1836,2017.05,경상남도,883,0.03
1837,2017.06,경상남도,748,0.02
1838,2017.07,경상남도,1267,0.04
1839,2017.08,경상남도,-134,-0.0
1840,2017.09,경상남도,862,0.03
1841,2017.10,경상남도,2306,0.07
1842,2017.11,경상남도,1385,0.04
1843,2017.12,경상남도,1384,0.04
1844,2018.01,경상남도,-423,-0.01
1845,2018.02,경상남도,-1551,-0.05
1846,2018.03,경상남도,-914,-0.03
1847,2018.04,경상남도,-390,-0.01
1848,2018.05,경상남도,500,0.01
1849,2018.06,경상남도,-143,-0.0
1850,2018.07,경상남도,-235,-0.01
1851,2018.08,경상남도,-518,-0.02
1852,2018.09,경상남도,-699,-0.02
1853,2018.10,경상남도,-674,-0.02
1854,2018.11,경상남도,-310,-0.01
1855,2018.12,경상남도,-1059,-0.03
1856,2019.01,경상남도,-774,-0.02
1857,2019.02,경상남도,-2198,-0.07
1858,2019.03,경상남도,-1067,-0.03
1859,2019.04,경상남도,-1016,-0.03
1860,2019.05,경상남도,-1076,-0.03
1861,2019.06,경상남도,-868,-0.03
1862,2019.07,경상남도,-703,-0.02
1863,2019.08,경상남도,-1004,-0.03
1864,2019.09,경상남도,-1243,-0.04
1865,2019.10,경상남도,-156,-0.0
1866,2019.11,경상남도,-609,-0.02
1867,2019.12,경상남도,-721,-0.02
1868,2020.01,경상남도,-1209,-0.04
1869,2020.02,경상남도,-2516,-0.07
1870,2020.03,경상남도,-3487,-0.1
1871,2020.04,경상남도,-1961,-0.06
1872,2020.05,경상남도,-2033,-0.06
1873,2020.06,경상남도,-1893,-0.06
1874,2020.07,경상남도,-1817,-0.05
1875,2020.08,경상남도,-2468,-0.07
1876,2020.09,경상남도,-1399,-0.04
1877,2020.10,경상남도,-939,-0.03
1878,2020.11,경상남도,-1768,-0.05
1879,2020.12,경상남도,-847,-0.03
1880,2021.01,경상남도,-1820,-0.05
1881,2021.02,경상남도,-2351,-0.07
1882,2021.03,경상남도,-5582,-0.17
1883,2021.04,경상남도,-840,-0.03
1884,2021.05,경상남도,-2325,-0.07
1885,2021.06,경상남도,-1458,-0.04
1886,2021.07,경상남도,-1105,-0.03
1887,2021.08,경상남도,-2362,-0.07
1888,2021.09,경상남도,-3102,-0.09
1889,2021.10,경상남도,-1110,-0.03
1890,2021.11,경상남도,-1796,-0.05
1891,2021.12,경상남도,-2182,-0.07
1892,2022.01,경상남도,-2745,-0.08
1893,2022.02,경상남도,-4433,-0.13
1894,2022.03,경상남도,-3731,-0.11
1895,2022.04,경상남도,-2582,-0.08
1896,2022.05,경상남도,-2676,-0.08
1897,2022.06,경상남도,-2401,-0.07
1898,2022.07,경상남도,-1906,-0.06
1899,2022.08,경상남도,-2718,-0.08
1900,2022.09,경상남도,-4521,-0.14
1901,2022.10,경상남도,-1975,-0.06
1902,2022.11,경상남도,-1646,-0.05
1903,2022.12,경상남도,-2356,-0.07
1904,2013.02,제주특별자치도,1186,0.2
1905,2013.03,제주특별자치도,918,0.16
1906,2013.04,제주특별자치도,1004,0.17
1907,2013.05,제주특별자치도,848,0.14
1908,2013.06,제주특별자치도,617,0.1
1909,2013.07,제주특별자치도,1004,0.17
1910,2013.08,제주특별자치도,828,0.14
1911,2013.09,제주특별자치도,891,0.15
1912,2013.10,제주특별자치도,858,0.14
1913,2013.11,제주특별자치도,805,0.14
1914,2013.12,제주특별자치도,802,0.14
1915,2014.01,제주특별자치도,817,0.14
1916,2014.02,제주특별자치도,1290,0.22
1917,2014.03,제주특별자치도,1028,0.17
1918,2014.04,제주특별자치도,1074,0.18
1919,2014.05,제주특별자치도,1107,0.18
1920,2014.06,제주특별자치도,1162,0.19
1921,2014.07,제주특별자치도,1183,0.2
1922,2014.08,제주특별자치도,1054,0.17
1923,2014.09,제주특별자치도,1046,0.17
1924,2014.10,제주특별자치도,1204,0.2
1925,2014.11,제주특별자치도,1301,0.21
1926,2014.12,제주특별자치도,1274,0.21
1927,2015.01,제주특별자치도,979,0.16
1928,2015.02,제주특별자치도,1287,0.21
1929,2015.03,제주특별자치도,1432,0.23
1930,2015.04,제주특별자치도,1461,0.24
1931,2015.05,제주특별자치도,1353,0.22
1932,2015.06,제주특별자치도,1392,0.23
1933,2015.07,제주특별자치도,1788,0.29
1934,2015.08,제주특별자치도,1409,0.23
1935,2015.09,제주특별자치도,1562,0.25
1936,2015.10,제주특별자치도,1652,0.27
1937,2015.11,제주특별자치도,1291,0.21
1938,2015.12,제주특별자치도,1443,0.23
1939,2016.01,제주특별자치도,1056,0.17
1940,2016.02,제주특별자치도,1991,0.32
1941,2016.03,제주특별자치도,1778,0.28
1942,2016.04,제주특별자치도,1841,0.29
1943,2016.05,제주특별자치도,1741,0.28
1944,2016.06,제주특별자치도,1472,0.23
1945,2016.07,제주특별자치도,1526,0.24
1946,2016.08,제주특별자치도,1372,0.22
1947,2016.09,제주특별자치도,1027,0.16
1948,2016.10,제주특별자치도,1107,0.17
1949,2016.11,제주특별자치도,1182,0.18
1950,2016.12,제주특별자치도,1109,0.17
1951,2017.01,제주특별자치도,791,0.12
1952,2017.02,제주특별자치도,1348,0.21
1953,2017.03,제주특별자치도,1188,0.18
1954,2017.04,제주특별자치도,1216,0.19
1955,2017.05,제주특별자치도,1407,0.22
1956,2017.06,제주특별자치도,950,0.15
1957,2017.07,제주특별자치도,1693,0.26
1958,2017.08,제주특별자치도,1698,0.26
1959,2017.09,제주특별자치도,1382,0.21
1960,2017.10,제주특별자치도,1480,0.23
1961,2017.11,제주특별자치도,1263,0.19
1962,2017.12,제주특별자치도,1070,0.16
1963,2018.01,제주특별자치도,1084,0.16
1964,2018.02,제주특별자치도,1022,0.16
1965,2018.03,제주특별자치도,1252,0.19
1966,2018.04,제주특별자치도,1070,0.16
1967,2018.05,제주특별자치도,1122,0.17
1968,2018.06,제주특별자치도,893,0.13
1969,2018.07,제주특별자치도,1053,0.16
1970,2018.08,제주특별자치도,938,0.14
1971,2018.09,제주특별자치도,634,0.1
1972,2018.10,제주특별자치도,535,0.08
1973,2018.11,제주특별자치도,378,0.06
1974,2018.12,제주특별자치도,127,0.02
1975,2019.01,제주특별자치도,146,0.02
1976,2019.02,제주특별자치도,185,0.03
1977,2019.03,제주특별자치도,598,0.09
1978,2019.04,제주특별자치도,528,0.08
1979,2019.05,제주특별자치도,680,0.1
1980,2019.06,제주특별자치도,443,0.07
1981,2019.07,제주특별자치도,438,0.07
1982,2019.08,제주특별자치도,312,0.05
1983,2019.09,제주특별자치도,89,0.01
1984,2019.10,제주특별자치도,128,0.02
1985,2019.11,제주특별자치도,157,0.02
1986,2019.12,제주특별자치도,94,0.01
1987,2020.01,제주특별자치도,-240,-0.04
1988,2020.02,제주특별자치도,127,0.02
1989,2020.03,제주특별자치도,-368,-0.05
1990,2020.04,제주특별자치도,87,0.01
1991,2020.05,제주특별자치도,198,0.03
1992,2020.06,제주특별자치도,523,0.08
1993,2020.07,제주특별자치도,597,0.09
1994,2020.08,제주특별자치도,611,0.09
1995,2020.09,제주특별자치도,424,0.06
1996,2020.10,제주특별자치도,658,0.1
1997,2020.11,제주특별자치도,395,0.06
1998,2020.12,제주특별자치도,634,0.09
1999,2021.01,제주특별자치도,-20,-0.0
2000,2021.02,제주특별자치도,522,0.08
2001,2021.03,제주특별자치도,-1163,-0.17
2002,2021.04,제주특별자치도,510,0.08
2003,2021.05,제주특별자치도,393,0.06
2004,2021.06,제주특별자치도,416,0.06
2005,2021.07,제주특별자치도,583,0.09
2006,2021.08,제주특별자치도,7,0.0
2007,2021.09,제주특별자치도,196,0.03
2008,2021.10,제주특별자치도,490,0.07
2009,2021.11,제주특별자치도,199,0.03
2010,2021.12,제주특별자치도,-9,-0.0
2011,2022.01,제주특별자치도,-68,-0.01
2012,2022.02,제주특별자치도,452,0.07
2013,2022.03,제주특별자치도,75,0.01
2014,2022.04,제주특별자치도,195,0.03
2015,2022.05,제주특별자치도,353,0.05
2016,2022.06,제주특별자치도,246,0.04
2017,2022.07,제주특별자치도,479,0.07
2018,2022.08,제주특별자치도,525,0.08
2019,2022.09,제주특별자치도,-590,-0.09
2020,2022.10,제주특별자치도,-102,-0.02
2021,2022.11,제주특별자치도,49,0.01
2022,2022.12,제주특별자치도,-214,-0.03
